"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"ORC","Orchid Island Capital, Inc.","14.11","137544689.19","n/a","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/orc",
"TIS","Orchids Paper Products Company","27.24","238585408.08","n/a","2005","Basic Industries","Paper","http://www.nasdaq.com/symbol/tis",
"ONVO","Organovo Holdings, Inc.","7.78","610572844","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/onvo",
"ONP","Orient Paper, Inc.","2.08","39008112","n/a","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/onp",
"OESX","Orion Energy Systems, Inc.","4.78","104095326.7","n/a","2007","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/oesx",
"ORM","Owens Realty Mortgage, Inc.","16.1","173364816.1","n/a","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/orm",
"PHF","Pacholder High Yield Fund, Inc.","8.51","110589977.47","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/phf",
"PBM","Pacific Booker Minerals Inc","3.72","45992365.08","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/pbm",
"PCG^A","Pacific Gas & Electric Co.","27.1301","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^a",
"PCG^B","Pacific Gas & Electric Co.","25.54","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^b",
"PCG^C","Pacific Gas & Electric Co.","24.36","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^c",
"PCG^D","Pacific Gas & Electric Co.","23.15","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^d",
"PCG^E","Pacific Gas & Electric Co.","23.65","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^e",
"PCG^G","Pacific Gas & Electric Co.","22.64","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^g",
"PCG^H","Pacific Gas & Electric Co.","21.1","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^h",
"PCG^I","Pacific Gas & Electric Co.","21.97","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^i",
"PTN","Palatin Technologies, Inc.","0.9218","36187770.905","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptn",
"PARR","Par Petroleum Corporation","18.72","686114694.72","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/parr",
"PZG","Paramount Gold and Silver Corp.","0.991","159686740.243","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/pzg",
"PRK","Park National Corporation","77.52","1193220553.44","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/prk",
"PED","Pedevco Corp.","1.83","53278166.16","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ped",
"PFNX","Pfenex Inc.","6.27","120596534.19","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pfnx",
"PIP","PharmAthene, Inc","2.09","117964187.55","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pip",
"HNW","Pioneer Diversified High Income Trust","20.69","172228070.42","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/hnw",
"PLG","Platinum Group Metals Ltd.","1.05","578852237.25","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/plg",
"PLM","Polymet Mining Corp.","1.2","330844573.2","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/plm",
"PW","Power REIT","9.19","15915131.72","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pw",
"PW^A","Power REIT","24.55","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pw^a",
"APTS","Preferred Apartment Communities, Inc.","8.71","149289591.62","n/a","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/apts",
"PLX","Protalix BioTherapeutics, Inc.","2.44","228542351.12","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/plx",
"PVCT","Provectus Biopharmaceuticals, Inc.","0.98","173105670.22","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pvct",
"PDO","Pyramid Oil Co","5.1799","24801801.4915","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pdo",
"QRM","Quest Rare Minerals Ltd","0.2179","17122406.8084","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/qrm",
"RLGT","Radiant Logistics, Inc.","3.07","104798539.24","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/rlgt",
"RLGT^A","Radiant Logistics, Inc.","26.85","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rlgt^a",
"REE","Rare Element Resources Ltd.","1.05","50092576.8","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ree",
"UTG","Reaves Utility Income Fund","28.82","836191953.08","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/utg",
"REED","Reeds, Inc.","6.229","81296603.761","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/reed",
"RWC","RELM Wireless Corporation","4.46","60892768.02","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/rwc",
"RCG","RENN Fund, Inc.","1.58","7053067.86","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rcg",
"RVP","Retractable Technologies, Inc.","3","82117191","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/rvp",
"RVM","Revett Mining Company, Inc.","1.22","47696494.14","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/rvm",
"RNN","Rexahn Pharmaceuticals, Inc.","0.7097","126506379.7846","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rnn",
"RIC","Richmont Mines, Inc.","2.34","111491881.02","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ric",
"REI","Ring Energy, Inc.","17.49","449689202.82","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rei",
"RIF","RMR Real Estate Income Fund.","20.1301","154039027.8374","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rif",
"RPI","Roberts Realty Investors, Inc.","0.8","8050524","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rpi",
"RBY","Rubicon Minerals Corp","1.37","507638764.28","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/rby",
"SGA","Saga Communications, Inc.","38.49","221278971.51","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/sga",
"SSN","Samson Oil & Gas Limited","0.398","56470986.2","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ssn",
"SAND          ","Sandstorm Gold Ltd","5.88","690876462.36","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/sand          ",
"SARA","Saratoga Resources Inc","1.57","48648963.57","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sara",
"SEB","Seaboard Corporation","2896.69","3390720479.5","n/a","1996","n/a","n/a","http://www.nasdaq.com/symbol/seb",
"SVT","Servotronics, Inc.","7.19","17671970.26","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/svt",
"SIF","SIFCO Industries, Inc.","27.28","147670159.12","n/a","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/sif",
"SVBL","Silver Bull Resources, Inc.","0.2501","39784071.5157","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/svbl",
"SVLC","SilverCrest Mines, Inc.","1.96","232707281.8","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/svlc",
"WWZ^K","SiM Internal Test 10","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wwz^k",
"MMZ^K","SiM Internal Test 6","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mmz^k",
"OOZ^K","SiM Internal Test 7","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ooz^k",
"QQZ^K","SiM Internal Test 8","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqz^k",
"SS^K","SiM Internal Test 9","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ss^k",
"SKY","Skyline Corporation","4.05","33984538.2","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/sky",
"SLI","SL Industries, Inc.","43.25","179228000","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sli",
"ZXX","SM Listed Test 3","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/zxx",
"XPL","Solitario Exploration & Royalty Corp","1.52","59656487.28","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/xpl",
"SOQ","Sonde Resources Corp","0.2","11210592.6","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/soq",
"SCE^B","Southern California Edison Company","20.6","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^b",
"SCE^C","Southern California Edison Company","20.34","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^c",
"SCE^D","Southern California Edison Company","21.77","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^d",
"SCE^E","Southern California Edison Company","23.27","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^e",
"SGB","Southwest Georgia Financial Corporation","14.9","37962771.3","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sgb",
"LOV","Spark Networks, Inc.","5.43","130251598.29","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lov",
"STRP","Straight Path Communications Inc.","8.93","105330216.21","n/a","2013","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/strp",
"SSY","SunLink Health Systems, Inc.","1.18","11143221.44","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ssy",
"SDPI","Superior Drilling Products, Inc.","5.77","99772797.42","n/a","2014","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/sdpi",
"STS","Supreme Industries, Inc.","7.37","121677749.27","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/sts",
"SYRG","Synergy Resources Corporation","12.88","999696063.52","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/syrg",
"SYN","Synthetic Biologics, Inc","2.25","131520438","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/syn",
"TRX","Tanzanian Royalty Exploration Corporation","2.28","230960137.68","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/trx",
"TGB","Taseko Mines Limited","2.23","434839864.65","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tgb",
"TAS","Tasman Metals Ltd","1.0277","67974053.2394","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tas",
"TRC/WS","Tejon Ranch Co","2.01","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/trc/ws",
"TIK","Tel-Instrument Electronics Corp.","5.55","18045197.85","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/tik",
"TGC","Tengasco, Inc.","0.42","25553813.46","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tgc",
"GLU","The Gabelli Global Utility and Income Trust","20.1","82782533.4","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/glu",
"GLU^A","The Gabelli Global Utility and Income Trust","50.43","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/glu^a",
"TXMD","TherapeuticsMD, Inc.","5.37","836687698.05","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/txmd",
"TPI","Tianyin Pharmaceutical Co., Inc.","0.6251","18398437.6541","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tpi",
"IDI","Tiger Media, Inc.","0.63","22428463.68","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/idi",
"TLR","Timberline Resources Corporation","0.1","7516408.2","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tlr",
"TGD","Timmons Gold Corp","1.64","268064633.8","n/a","2011","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tgd",
"TOF","Tofutti Brands Inc.","3.85","19841768.1","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/tof",
"TMP","Tompkins Financial Corporation","45.54","676425612.06","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tmp",
"TAT","Transatlantic Petroleum Ltd","10.81","404811896.29","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tat",
"TRXC","TransEnterix, Inc.","4.12","259477867.8","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/trxc",
"TPLM","Triangle Petroleum Corporation","11.5","990557008","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tplm",
"TRT","Trio-Tech International","4.5499","15984048.9445","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/trt",
"HTM","U.S. Geothermal Inc.","0.62","64396796","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/htm",
"UAMY","United States Antimony Corporation","1.5","95900346","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/uamy",
"UUU","Universal Security Instruments, Inc.","3.8824","8979552.4888","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/uuu",
"UQM","UQM TECHNOLOGIES INC","1.62","65512299.42","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/uqm",
"URG","Ur Energy Inc","1.07","137785372.32","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/urg",
"URZ","Uranerz Energy Corporation","1.16","111138214.96","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/urz",
"UEC","Uranium Energy Corp.","1.53","139224733.74","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/uec",
"VTG","Vantage Drilling Company","1.78","545036742.26","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vtg",
"VSR","Versar, Inc.","3.24","31467962.16","n/a","1986","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/vsr",
"VII","Vicon Industries, Inc.","2.23","10084807.05","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/vii",
"VHC","VirnetX Holding Corp","14.9","768407542.4","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/vhc",
"VGZ","Vista Gold Corporation","0.4625","38052287.8625","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/vgz",
"EAD","Wells Fargo Advantage Income Opportunities Fund","9.26","657302589.26","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/ead",
"ERC","Wells Fargo Advantage Multi-Sector Income Fund","14.48","608956400","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/erc",
"ERH","Wells Fargo Advantage Utilities and High Income Fund","12.66","116866776.78","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/erh",
"WGA","Wells-Gardner Electronics Corporation","1.29","15184590","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/wga",
"SBI","Western Asset Intermediate Muni Fund Inc","9.79","137812988.06","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/sbi",
"WRN","Western Copper and Gold Corporation","0.739","69574709.117","n/a","2011","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/wrn",
"WYY","WidePoint Corporation","1.58","115545918.24","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/wyy",
"WTT","Wireless Telecom Group,  Inc.","2.4","46587492","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/wtt",
"ZBB","ZBB Energy Corporation","1.1","28351591.4","n/a","2007","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/zbb",
